Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[83]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [83]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [103]
[84]     0.0    0.00    0.00      12         std::vector<int, std::allocator<int> >::size() const [84]
-----------------------------------------------
                0.00    0.00       3/11          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
                0.00    0.00       4/11          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [99]
                0.00    0.00       4/11          void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [98]
[85]     0.0    0.00    0.00      11         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [85]
-----------------------------------------------
                0.00    0.00       3/9           std::__new_allocator<int>::allocate(unsigned long, void const*) [108]
                0.00    0.00       6/9           std::__new_allocator<int>::max_size() const [90]
[86]     0.0    0.00    0.00       9         std::__new_allocator<int>::_M_max_size() const [86]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<int, std::allocator<int> >::~vector() [154]
                0.00    0.00       6/7           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[87]     0.0    0.00    0.00       7         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [87]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<int, std::allocator<int> >::end() [112]
                0.00    0.00       3/6           std::vector<int, std::allocator<int> >::begin() [113]
[88]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [88]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::max_size() const [91]
[89]     0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [89]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [92]
[90]     0.0    0.00    0.00       6         std::__new_allocator<int>::max_size() const [90]
                0.00    0.00       6/9           std::__new_allocator<int>::_M_max_size() const [86]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [103]
[91]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::max_size() const [91]
                0.00    0.00       6/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [89]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [93]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [93]
[92]     0.0    0.00    0.00       6         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [92]
                0.00    0.00       6/6           std::__new_allocator<int>::max_size() const [90]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::max_size() const [91]
[93]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [93]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [92]
                0.00    0.00       6/107         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [47]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[94]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [94]
                0.00    0.00       6/6           int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [95]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [94]
[95]     0.0    0.00    0.00       6         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [95]
                0.00    0.00      18/18          int* std::__niter_base<int*>(int*) [82]
                0.00    0.00       6/6           std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [96]
-----------------------------------------------
                0.00    0.00       6/6           int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [95]
[96]     0.0    0.00    0.00       6         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [96]
-----------------------------------------------
                0.00    0.00       1/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [139]
                0.00    0.00       3/4           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[97]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [97]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [109]
-----------------------------------------------
                0.00    0.00       4/4           void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [99]
[98]     0.0    0.00    0.00       4         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [98]
                0.00    0.00       4/404         operator new(unsigned long, void*) [36]
                0.00    0.00       4/11          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [85]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::push_back(int const&) [100]
                0.00    0.00       3/4           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[99]     0.0    0.00    0.00       4         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [99]
                0.00    0.00       4/11          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [85]
                0.00    0.00       4/4           void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [98]
-----------------------------------------------
                0.00    0.00       4/4           main [1]
[100]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::push_back(int const&) [100]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::end() [112]
                0.00    0.00       3/3           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
                0.00    0.00       1/4           void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [99]
-----------------------------------------------
                0.00    0.00       4/4           main [1]
[101]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::operator[](unsigned long) [101]
-----------------------------------------------
                0.00    0.00       3/3           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[102]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [102]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [83]
-----------------------------------------------
                0.00    0.00       3/3           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[103]    0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [103]
                0.00    0.00      12/12          std::vector<int, std::allocator<int> >::size() const [84]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::max_size() const [91]
                0.00    0.00       3/3           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [114]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       1/3           std::vector<Coffee, std::allocator<Coffee> >::_S_check_init_len(unsigned long, std::allocator<Coffee> const&) [150]
                0.00    0.00       1/3           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::~_Vector_impl() [129]
[104]    0.0    0.00    0.00       3         std::allocator<Coffee>::~allocator() [104]
                0.00    0.00       3/3           std::__new_allocator<Coffee>::~__new_allocator() [106]
-----------------------------------------------
                0.00    0.00       3/3           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[105]    0.0    0.00    0.00       3         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [105]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [110]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<Coffee>::~allocator() [104]
[106]    0.0    0.00    0.00       3         std::__new_allocator<Coffee>::~__new_allocator() [106]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [109]
[107]    0.0    0.00    0.00       3         std::__new_allocator<int>::deallocate(int*, unsigned long) [107]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [110]
[108]    0.0    0.00    0.00       3         std::__new_allocator<int>::allocate(unsigned long, void const*) [108]
                0.00    0.00       3/9           std::__new_allocator<int>::_M_max_size() const [86]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [97]
[109]    0.0    0.00    0.00       3         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [109]
                0.00    0.00       3/3           std::__new_allocator<int>::deallocate(int*, unsigned long) [107]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [105]
[110]    0.0    0.00    0.00       3         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [110]
                0.00    0.00       3/3           std::__new_allocator<int>::allocate(unsigned long, void const*) [108]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::push_back(int const&) [100]
[111]    0.0    0.00    0.00       3         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
                0.00    0.00       6/7           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [87]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [83]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [94]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [103]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::begin() [113]
                0.00    0.00       3/3           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [102]
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [105]
                0.00    0.00       3/11          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [85]
                0.00    0.00       3/4           void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [99]
                0.00    0.00       3/4           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [97]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::push_back(int const&) [100]
[112]    0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::end() [112]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [88]
-----------------------------------------------
                0.00    0.00       3/3           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
[113]    0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::begin() [113]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [88]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [103]
[114]    0.0    0.00    0.00       3         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [114]
-----------------------------------------------
                0.00    0.00       1/2           std::__new_allocator<Coffee>::max_size() const [122]
                0.00    0.00       1/2           std::__new_allocator<Coffee>::allocate(unsigned long, void const*) [141]
[115]    0.0    0.00    0.00       2         std::__new_allocator<Coffee>::_M_max_size() const [115]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Coffee, std::allocator<Coffee> >::_S_check_init_len(unsigned long, std::allocator<Coffee> const&) [150]
                0.00    0.00       1/2           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::_Vector_impl(std::allocator<Coffee> const&) [128]
[116]    0.0    0.00    0.00       2         std::allocator<Coffee>::allocator(std::allocator<Coffee> const&) [116]
                0.00    0.00       2/2           std::__new_allocator<Coffee>::__new_allocator(std::__new_allocator<Coffee> const&) [118]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Coffee, std::allocator<Coffee> >::~vector() [14]
                0.00    0.00       1/2           std::vector<Coffee, std::allocator<Coffee> >::_M_default_initialize(unsigned long) [151]
[117]    0.0    0.00    0.00       2         std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_get_Tp_allocator() [117]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Coffee>::allocator(std::allocator<Coffee> const&) [116]
[118]    0.0    0.00    0.00       2         std::__new_allocator<Coffee>::__new_allocator(std::__new_allocator<Coffee> const&) [118]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [161]
[119]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [119]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z8calculosRSt6vectorI6CoffeeSaIS0_EEiii [160]
[120]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [120]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[121]    0.0    0.00    0.00       1         inicial(std::vector<Coffee, std::allocator<Coffee> >&, int) [121]
                0.00    0.00     361/560361      std::vector<Coffee, std::allocator<Coffee> >::operator[](unsigned long) [26]
                0.00    0.00     361/361         Coffee::load(int, int) [40]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [157]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Coffee> >::max_size(std::allocator<Coffee> const&) [147]
[122]    0.0    0.00    0.00       1         std::__new_allocator<Coffee>::max_size() const [122]
                0.00    0.00       1/2           std::__new_allocator<Coffee>::_M_max_size() const [115]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[123]    0.0    0.00    0.00       1         std::allocator<Coffee>::allocator() [123]
                0.00    0.00       1/1           std::__new_allocator<Coffee>::__new_allocator() [142]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [135]
[124]    0.0    0.00    0.00       1         std::allocator<int>::allocator() [124]
                0.00    0.00       1/1           std::__new_allocator<int>::__new_allocator() [143]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [136]
[125]    0.0    0.00    0.00       1         std::allocator<int>::~allocator() [125]
                0.00    0.00       1/1           std::__new_allocator<int>::~__new_allocator() [144]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<int*>(int*, int*) [158]
[126]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [126]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_create_storage(unsigned long) [131]
[127]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_allocate(unsigned long) [127]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Coffee> >::allocate(std::allocator<Coffee>&, unsigned long) [146]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_base(unsigned long, std::allocator<Coffee> const&) [133]
[128]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::_Vector_impl(std::allocator<Coffee> const&) [128]
                0.00    0.00       1/2           std::allocator<Coffee>::allocator(std::allocator<Coffee> const&) [116]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl_data::_Vector_impl_data() [132]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::~_Vector_base() [134]
[129]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::~_Vector_impl() [129]
                0.00    0.00       1/3           std::allocator<Coffee>::~allocator() [104]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::~_Vector_base() [134]
[130]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_deallocate(Coffee*, unsigned long) [130]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Coffee> >::deallocate(std::allocator<Coffee>&, Coffee*, unsigned long) [145]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_base(unsigned long, std::allocator<Coffee> const&) [133]
[131]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_create_storage(unsigned long) [131]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_allocate(unsigned long) [127]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::_Vector_impl(std::allocator<Coffee> const&) [128]
[132]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl_data::_Vector_impl_data() [132]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::vector(unsigned long, std::allocator<Coffee> const&) [152]
[133]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_base(unsigned long, std::allocator<Coffee> const&) [133]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::_Vector_impl(std::allocator<Coffee> const&) [128]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_create_storage(unsigned long) [131]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::~vector() [14]
[134]    0.0    0.00    0.00       1         std::_Vector_base<Coffee, std::allocator<Coffee> >::~_Vector_base() [134]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_deallocate(Coffee*, unsigned long) [130]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::~_Vector_impl() [129]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [138]
[135]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [135]
                0.00    0.00       1/1           std::allocator<int>::allocator() [124]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [137]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [139]
[136]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [136]
                0.00    0.00       1/1           std::allocator<int>::~allocator() [125]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [135]
[137]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [137]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector() [153]
[138]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [138]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [135]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::~vector() [154]
[139]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [139]
                0.00    0.00       1/4           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [97]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [136]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Coffee> >::deallocate(std::allocator<Coffee>&, Coffee*, unsigned long) [145]
[140]    0.0    0.00    0.00       1         std::__new_allocator<Coffee>::deallocate(Coffee*, unsigned long) [140]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Coffee> >::allocate(std::allocator<Coffee>&, unsigned long) [146]
[141]    0.0    0.00    0.00       1         std::__new_allocator<Coffee>::allocate(unsigned long, void const*) [141]
                0.00    0.00       1/2           std::__new_allocator<Coffee>::_M_max_size() const [115]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Coffee>::allocator() [123]
[142]    0.0    0.00    0.00       1         std::__new_allocator<Coffee>::__new_allocator() [142]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<int>::allocator() [124]
[143]    0.0    0.00    0.00       1         std::__new_allocator<int>::__new_allocator() [143]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<int>::~allocator() [125]
[144]    0.0    0.00    0.00       1         std::__new_allocator<int>::~__new_allocator() [144]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_deallocate(Coffee*, unsigned long) [130]
[145]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<Coffee> >::deallocate(std::allocator<Coffee>&, Coffee*, unsigned long) [145]
                0.00    0.00       1/1           std::__new_allocator<Coffee>::deallocate(Coffee*, unsigned long) [140]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_allocate(unsigned long) [127]
[146]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<Coffee> >::allocate(std::allocator<Coffee>&, unsigned long) [146]
                0.00    0.00       1/1           std::__new_allocator<Coffee>::allocate(unsigned long, void const*) [141]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::_S_max_size(std::allocator<Coffee> const&) [149]
[147]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<Coffee> >::max_size(std::allocator<Coffee> const&) [147]
                0.00    0.00       1/1           std::__new_allocator<Coffee>::max_size() const [122]
-----------------------------------------------
                0.00    0.00       1/1           Coffee* std::__uninitialized_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [155]
[148]    0.0    0.00    0.00       1         Coffee* std::__uninitialized_default_n_1<false>::__uninit_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [148]
                0.00    0.00     400/400         void std::_Construct<Coffee>(Coffee*) [38]
                0.00    0.00     400/400         Coffee* std::__addressof<Coffee>(Coffee&) [39]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::_S_check_init_len(unsigned long, std::allocator<Coffee> const&) [150]
[149]    0.0    0.00    0.00       1         std::vector<Coffee, std::allocator<Coffee> >::_S_max_size(std::allocator<Coffee> const&) [149]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Coffee> >::max_size(std::allocator<Coffee> const&) [147]
                0.00    0.00       1/107         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [47]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::vector(unsigned long, std::allocator<Coffee> const&) [152]
[150]    0.0    0.00    0.00       1         std::vector<Coffee, std::allocator<Coffee> >::_S_check_init_len(unsigned long, std::allocator<Coffee> const&) [150]
                0.00    0.00       1/2           std::allocator<Coffee>::allocator(std::allocator<Coffee> const&) [116]
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::_S_max_size(std::allocator<Coffee> const&) [149]
                0.00    0.00       1/3           std::allocator<Coffee>::~allocator() [104]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::vector(unsigned long, std::allocator<Coffee> const&) [152]
[151]    0.0    0.00    0.00       1         std::vector<Coffee, std::allocator<Coffee> >::_M_default_initialize(unsigned long) [151]
                0.00    0.00       1/2           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_get_Tp_allocator() [117]
                0.00    0.00       1/1           Coffee* std::__uninitialized_default_n_a<Coffee*, unsigned long, Coffee>(Coffee*, unsigned long, std::allocator<Coffee>&) [156]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[152]    0.0    0.00    0.00       1         std::vector<Coffee, std::allocator<Coffee> >::vector(unsigned long, std::allocator<Coffee> const&) [152]
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::_S_check_init_len(unsigned long, std::allocator<Coffee> const&) [150]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_base(unsigned long, std::allocator<Coffee> const&) [133]
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::_M_default_initialize(unsigned long) [151]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[153]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector() [153]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [138]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[154]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::~vector() [154]
                0.00    0.00       1/7           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [87]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [139]
                0.00    0.00       1/1           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [159]
-----------------------------------------------
                0.00    0.00       1/1           Coffee* std::__uninitialized_default_n_a<Coffee*, unsigned long, Coffee>(Coffee*, unsigned long, std::allocator<Coffee>&) [156]
[155]    0.0    0.00    0.00       1         Coffee* std::__uninitialized_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [155]
                0.00    0.00       1/1           Coffee* std::__uninitialized_default_n_1<false>::__uninit_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [148]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Coffee, std::allocator<Coffee> >::_M_default_initialize(unsigned long) [151]
